schemaVersion,recordKind,stableId,ownerId,authoredReferenceId,canonicalTargetId,buildingId,featureTag,reachable,detail,sourceAuthority,authorityDigest,sourceDigest
v27.production-reachability-audit.2,item,apparel:chest-wrap,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_chest_wrap.asset,1c5137c6241405d4ea4e6bafc4369591b2c0a35ed8dfea52157f9a791b6e2bdf,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:cloak,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_cloak.asset,8f2fb05948e042c4bb5a8b3094d44fbd529dd06d8e34495ee30155bcb7eaa8e7,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:contract-sash,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_contract_sash.asset,847075227630756eed35c862c7a13ab7c4445f7acaed5fd210af8ba78c579688,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:daily-robe,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_daily_robe.asset,7ceab8a196314a5eb4ca6008e7085a2997e32e7f673e0fce99213abe1a3c92ea,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:envoy-coat,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_envoy_coat.asset,cbc8f2a6367690ff3af9519682158688cbe34e7f580a2d400e73d675ee1a6bd1,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:farmer-workwear,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_farmer_workwear.asset,248ebc8ac51a5b0decf0531326d2b6cf40a15273bd063b6e6594c730220cbf97,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:festival-vest,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_festival_vest.asset,2aa539756640c1065c8320cb4038a7afaa8149a975280e3bbb66d1c47be82f8d,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:footwraps,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_footwraps.asset,d2964dc8d788c55e58e612cd4f6e2b94beee24bfb62eed944268da3cd7667726,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:formal-coat,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_formal_coat.asset,3315f3bf4e24414127c24e5a96dd07987cfcd53a2537e8558afb10199c0d3c28,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:gloves,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_gloves.asset,62bd6bf132883cc1c156add6afaa9563e61043c3889f96414237fb8be8e5aa0c,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:golem-functional-lining,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_golem_functional_lining.asset,df62e4d7362a816ac4bf548233338f45d12a59f02143812026fdb2b539cacab0,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:hat,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_hat.asset,d9827958da7d7ea04baaa3f06f0533283f41ad0c8f8fcab409d8e3bda3a13aae,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:heat-work-suit,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_heat_work_suit.asset,ee1128c74f46f186151915ec721d75a77a7d25db1e7f0c304bdf5aae572949ed,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:hooded-robe,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_hooded_robe.asset,2cf4cfa118707f331d364e28363db156b526f482430350fea23980d8c6e57e75,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:horn-ring,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_horn_ring.asset,47dbce18c7a344ffeaa2f2fc86c69f9b7094520af463ae48803fe0644297f78f,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:keeper-coat,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_keeper_coat.asset,5a62ac00c58b8b9597ad7e3ca49a1243722be60987449aa343f7c1646a3d7ff4,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:loincloth-underwear,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_loincloth_underwear.asset,99ba697b8b4c905dbf6972bb00c08269602b5e00afe8e41c13880c0a619c990a,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:long-underpants,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_long_underpants.asset,ee80259dd1df570e65b2beb36eb58bd857682f0a40dbfb8676b98d72abe8f78c,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:lower-underwear,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_lower_underwear.asset,bd2acaf77fe3e0bfe86793791e809b7bf55e3580b7251b9ef18f89ba88c207b8,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:miner-workwear,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_miner_workwear.asset,d9e5d4101afde47d924bc15d2a220cdbfef81cd116b55ebd01a768c99539aac9,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:mourning-clothes,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_mourning_clothes.asset,35983565717df15a6bf62f3409e2e43884fb0b43011962e153689b49e1a06902,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:raincoat,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_raincoat.asset,58b1dee6ebea9554d41db7bb6ee3253cba903898a7deb022fda24355f480f611,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:ritual-robe,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_ritual_robe.asset,cf868d31092b3e865657637d72e08f49dc11fe7e4851fd08933a5565e055ce46,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:scarf,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_scarf.asset,cff1afd8f3ee5e51218fbcb75f0f03b20e3cd7691525d438b7a4e786346e0439,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:shorts,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_shorts.asset,1faddecf906702e070895b522bdfb658d4b46b191b181ea79c581fe2fbc796fc,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:skirt,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_skirt.asset,328674fe06842ab5548bdaeed9ab5462d17d189b02736f75a0c5a7f4ff2365f6,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:sky-chorus-shawl,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_sky_chorus_shawl.asset,8cf24a09410345dc141f5335cc497353be1ba1db23e81d1c9601518bd5144d93,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:sleep-bottom,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_sleep_bottom.asset,f10ad6448d9e26f3b1e597565df11d0be7e71a0911b5a9a5b50838140023c47a,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:sleep-top,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_sleep_top.asset,3183832462ed567b3eb66f131e1f1bb626eeb2b543e224f2aaa21372c42d85d4,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:smith-apron,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_smith_apron.asset,605fc61b7a0638c505b611f30be6ee35720bf3fbd17bed451e6a55b53a907fa3,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:smoke-protection-hood,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_smoke_protection_hood.asset,7fbaab7235f8542d6b4571a5140fd6cf5cc8a7a07e2a92b4aceedf90babf566d,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:socks,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_socks.asset,058af482dc6a91d2a0f58d91033fa6ca5e89ac217f1685bd3b7dc13e80db5f8c,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:spore-garden-cloak,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_spore_garden_cloak.asset,456ce976cd09df56eec7b99a3448c11922cf7a0ca23e63e146cd939eea2bec18,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:spore-protection-hood,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_spore_protection_hood.asset,ab3629c344122b5b07831f38619c7263da97d9731f6fe480ad3cee8592686217,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:sterile-gown,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_sterile_gown.asset,81b43c318429e5b6033984915f81f43525d7940d1a67341e0acc791c5fcc106d,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:surgical-apron,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_surgical_apron.asset,4134c698fef1e7b9222d47db72305f59db5d262c95acfa5ec474786d70ab556c,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:tail-guard,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_tail_guard.asset,cd2210044cebfd66b57d2bc45e48bd796cd2d9d71f73a4384ce27959558630b6,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:tail-ribbon,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_tail_ribbon.asset,62292e8b2a19d1f2e5bfac1db7a7f222935b54ae54a9d3ad2a3c1ffa59b10f27,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:trousers,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_trousers.asset,f36c5598d5324e30278f97aada0c45651dac544ba77e0b1742c116c220a9db55,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:tunic,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_tunic.asset,da32cff3072a3a2ff3929c75cd273f62f7fe8f98342b0436867d4df27155009b,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:undershirt,,research:textile:fiber,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_undershirt.asset,e29a377e333ca34754c284667296d463ba754fd77c7d297c394b024cfc5b20ce,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:vest,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_vest.asset,515015e080fe8e19adabb7c987592344de85e73e389aa5e802ee20d30e8d0cd0,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:waterproof-work-suit,,research:textile:layered,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_waterproof_work_suit.asset,3eaf89c2cd8e55605caa7b3cd30a054551ca526c77b9608f78b822c2cdf80180,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:weapon-vigil-cloak,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_weapon_vigil_cloak.asset,b63979c79ea9371e5ffc79b21700e89ccd49750fe60fab708cc83e2e6a256140,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:wing-cloak,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_wing_cloak.asset,72c75b8d283fa3ed742a722f12c3508b8269e15ee109268381a67161ec3537f9,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:wing-harness,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_wing_harness.asset,f15f6cf909e7287602cf253ac472357633b263794e3bd3e3595f4d53202768c6,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,apparel:work-shirt,,research:textile:tailoring,,,,,,Assets/Resources/SO/Economy/Items/V22Apparel/apparel_work_shirt.asset,65d23bb87c7a8d0b7d768dc1392f55fde3d3ec48951d56a37c62113f5f855a0f,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,book:seasonal-almanac,,research:life:seasonal-calendar,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I89_계절력_책자.asset,6dbd78b05c7ab4ec7246e9def19b33a7ed22227c339ecf6a015e1640be6f4f55,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:blacksteel-defense-plate,,research:metallurgy:blacksteel,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I44_흑강_방어_장갑판.asset,39b17c493c32a75bf55bd6e42a7cbd676825c9495c5c98969e7c99d0c21526af,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:blast-coat-shell,,research:equipment:pressure-barrels,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I38_방폭_외투_내피.asset,2869413c4c6a5c1dd2fe2205ccddcf6f9f62584b5996237f9c1ff664fee53e29,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:brigandine-padding,,research:equipment:armor-tailoring,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I39_브리간딘_안감.asset,0418f07a059873615fc801303e00ee852eca9d4057de220648895cd40469e878,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:climate-control-manifold,,research:climate:environment-control,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I87_기후_제어_매니폴드.asset,6d1ed4d30dbf5556533442cbbbcb0d79b3d62d9c8f9c15ffee623bf50d7c663f,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:corridor-detonator,,research:defense:corridor-mechanisms,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I105_복도식_기폭_장치.asset,e5e734fdc5c9b6dfc8e6064f10f8d1024c871259b964e291a5386f4acefaf7ef,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:dreamweave-rune-lining,,research:textile:dreamweave,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I46_몽직물_룬_안감.asset,2bd994aeec8a6e39627b7ac35b2a75b75da2365557c507e60d01dfdc5e6d2390,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:engineering-drawing,,research:industry:powered-tools,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I17_공학_도면.asset,85637d3bd1849869d5d5afffe9fbcf4b2ac73cc1ac32bbd235bf5fa416e1d3b4,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
v27.production-reachability-audit.2,item,component:factory-installation-plan,,research:industry:powered-tools,,,,,,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I30_공장_설치_도면.asset,0ae9691267e23e78eb648641ecb1ec497c578bb574597f3c219f0fe55502d7bb,02835c58c47f9c4798781795f8e7a80b38fe274bb3d6967099bc8d21e48f1629
